note	team	type	player	type_cd	team_id	player_id	name_sort	from_team	trans_date	orig_asset	final_asset	from_team_id	resolution_cd	trans_date_cd	transaction_id	conditional_sw	effective_date	orig_asset_type	resolution_date	final_asset_type	name_display_last_first	name_display_first_last
Houston Astros invited non-roster SS Alex Bregman to spring training.	Houston Astros	Assigned	Alex Bregman	ASG	117	608324	BREGMAN, ALEX		2016-01-01T00:00:00	Player			FIN	D	252931		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Bregman, Alex	Alex Bregman
Houston Astros invited non-roster RHP Jordan Jankowski to spring training.	Houston Astros	Assigned	Jordan Jankowski	ASG	117	543357	JANKOWSKI, JORDAN		2016-01-01T00:00:00	Player			FIN	D	252938		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Jankowski, Jordan	Jordan Jankowski
Houston Astros invited non-roster RHP James Hoyt to spring training.	Houston Astros	Assigned	James Hoyt	ASG	117	624586	HOYT, JAMES		2016-01-01T00:00:00	Player			FIN	D	252937		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Hoyt, James	James Hoyt
Houston Astros invited non-roster C Roberto Pena to spring training.	Houston Astros	Assigned	Roberto Pena	ASG	117	592629	PENA, ROBERTO		2016-01-01T00:00:00	Player			FIN	D	252943		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Pena, Roberto	Roberto Pena
Houston Astros invited non-roster 3B Colin Moran to spring training.	Houston Astros	Assigned	Colin Moran	ASG	117	592567	MORAN, COLIN		2016-01-01T00:00:00	Player			FIN	D	252942		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Moran, Colin	Colin Moran
Houston Astros invited non-roster RHP Brady Rodgers to spring training.	Houston Astros	Assigned	Brady Rodgers	ASG	117	572086	RODGERS, BRADY		2016-01-01T00:00:00	Player			FIN	D	252945		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Rodgers, Brady	Brady Rodgers
Houston Astros invited non-roster RHP Jake Buchanan to spring training.	Houston Astros	Assigned	Jake Buchanan	ASG	117	594772	BUCHANAN, JAKE		2016-01-01T00:00:00	Player			FIN	D	252932		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Buchanan, Jake	Jake Buchanan
Houston Astros invited non-roster 3B J.D. Davis to spring training.	Houston Astros	Assigned	J.D. Davis	ASG	117	605204	DAVIS, J.D.		2016-01-01T00:00:00	Player			FIN	D	252933		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Davis, J.D.	J.D. Davis
Houston Astros invited non-roster LF Derek Fisher to spring training.	Houston Astros	Assigned	Derek Fisher	ASG	117	605233	FISHER, DEREK		2016-01-01T00:00:00	Player			FIN	D	252935		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Fisher, Derek	Derek Fisher
Houston Astros invited non-roster 2B Joe Sclafani to spring training.	Houston Astros	Assigned	Joe Sclafani	ASG	117	623159	SCLAFANI, JOE		2016-01-01T00:00:00	Player			FIN	D	252946		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Sclafani, Joe	Joe Sclafani
Houston Astros invited non-roster RF Jon Kemmer to spring training.	Houston Astros	Assigned	Jon Kemmer	ASG	117	643392	KEMMER, JON		2016-01-01T00:00:00	Player			FIN	D	252940		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Kemmer, Jon	Jon Kemmer
Houston Astros invited non-roster 3B Tyler White to spring training.	Houston Astros	Assigned	Tyler White	ASG	117	643603	WHITE, TYLER		2016-01-01T00:00:00	Player			FIN	D	252947		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		White, Tyler	Tyler White
Houston Astros invited non-roster RHP Chris Devenski to spring training.	Houston Astros	Assigned	Chris Devenski	ASG	117	606965	DEVENSKI, CHRIS		2016-01-01T00:00:00	Player			FIN	D	252934		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Devenski, Chris	Chris Devenski
Houston Astros invited non-roster 2B Tony Kemp to spring training.	Houston Astros	Assigned	Tony Kemp	ASG	117	643393	KEMP, TONY		2016-01-01T00:00:00	Player			FIN	D	252941		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Kemp, Tony	Tony Kemp
Houston Astros invited non-roster C Tyler Heineman to spring training.	Houston Astros	Assigned	Tyler Heineman	ASG	117	623168	HEINEMAN, TYLER		2016-01-01T00:00:00	Player			FIN	D	252936		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Heineman, Tyler	Tyler Heineman
Houston Astros invited non-roster 1B A.J. Reed to spring training.	Houston Astros	Assigned	A.J. Reed	ASG	117	607223	REED, A.J.		2016-01-01T00:00:00	Player			FIN	D	252944		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Reed, A.J.	A.J. Reed
Pittsburgh Pirates signed free agent C Ed Easley to a minor league contract and invited him to spring training.	Pittsburgh Pirates	Signed as Free Agent	Ed Easley	SFA	134	446225	EASLEY, ED		2016-01-01T00:00:00	Player			FIN	D	252975		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Easley, Ed	Ed Easley
Chicago Cubs signed free agent 1B Jesus Guzman to a minor league contract and invited him to spring training.	Chicago Cubs	Signed as Free Agent	Jesus Guzman	SFA	112	461882	GUZMAN, JESUS		2016-01-01T00:00:00	Player			FIN	D	253172		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Guzman, Jesus	Jesus Guzman
Houston Astros signed free agent RHP Cesar Valdez to a minor league contract and invited him to spring training.	Houston Astros	Signed as Free Agent	Cesar Valdez	SFA	117	491624	VALDEZ, CESAR		2016-01-01T00:00:00	Player			FIN	D	252930		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Valdez, Cesar	Cesar Valdez
Houston Astros signed free agent LF Eury Perez to a minor league contract and invited him to spring training.	Houston Astros	Signed as Free Agent	Eury Perez	SFA	117	516811	PEREZ, EURY		2016-01-01T00:00:00	Player			FIN	D	252929		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Perez, Eury	Eury Perez
San Diego Padres signed free agent 1B Adam Rosales to a minor league contract and invited him to spring training.	San Diego Padres	Signed as Free Agent	Adam Rosales	SFA	135	489267	ROSALES, ADAM		2016-01-01T00:00:00	Player			FIN	D	253236		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Rosales, Adam	Adam Rosales
Baltimore Orioles signed free agent SS Paul Janish to a minor league contract and invited him to spring training.	Baltimore Orioles	Signed as Free Agent	Paul Janish	SFA	110	457926	JANISH, PAUL		2016-01-01T00:00:00	Player			FIN	D	253166		2016-01-01T00:00:00	PL	2016-01-01T00:00:00		Janish, Paul	Paul Janish
Chicago Cubs signed free agent RHP Cole Brocker to a minor league contract.	Chicago Cubs	Signed as Free Agent	Cole Brocker	SFA	112	607477	BROCKER, COLE		2016-01-02T00:00:00	Player			FIN	D	253170		2016-01-02T00:00:00	PL	2016-01-02T00:00:00		Brocker, Cole	Cole Brocker
Pittsburgh Pirates signed free agent SS Juan Diaz to a minor league contract and invited him to spring training.	Pittsburgh Pirates	Signed as Free Agent	Juan Diaz	SFA	134	501726	DIAZ, JUAN		2016-01-02T00:00:00	Player			FIN	D	252974		2016-01-02T00:00:00	PL	2016-01-02T00:00:00		Diaz, Juan	Juan Diaz
Pittsburgh Pirates signed free agent LHP Jim Fuller to a minor league contract and invited him to spring training.	Pittsburgh Pirates	Signed as Free Agent	Jim Fuller	SFA	134	543188	FULLER, JIM		2016-01-03T00:00:00	Player			FIN	D	252977		2016-01-03T00:00:00	PL	2016-01-03T00:00:00		Fuller, Jim	Jim Fuller
New York Yankees signed free agent RHP Tyler Jones to a minor league contract.	New York Yankees	Signed as Free Agent	Tyler Jones	SFA	147	592448	JONES, TYLER		2016-01-03T00:00:00	Player			FIN	D	253217		2016-01-03T00:00:00	PL	2016-01-03T00:00:00		Jones, Tyler	Tyler Jones
Pittsburgh Pirates invited non-roster RHP Trevor Williams to spring training.	Pittsburgh Pirates	Assigned	Trevor Williams	ASG	134	592866	WILLIAMS, TREVOR		2016-01-04T00:00:00	Player			FIN	D	252984		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Williams, Trevor	Trevor Williams
Pittsburgh Pirates invited non-roster C Jacob Stallings to spring training.	Pittsburgh Pirates	Assigned	Jacob Stallings	ASG	134	607732	STALLINGS, JACOB		2016-01-04T00:00:00	Player			FIN	D	252983		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Stallings, Jacob	Jacob Stallings
Pittsburgh Pirates invited non-roster 3B Dan Gamache to spring training.	Pittsburgh Pirates	Assigned	Dan Gamache	ASG	134	607240	GAMACHE, DAN		2016-01-04T00:00:00	Player			FIN	D	252978		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Gamache, Dan	Dan Gamache
Pittsburgh Pirates invited non-roster RF Antoan Richardson to spring training.	Pittsburgh Pirates	Assigned	Antoan Richardson	ASG	134	460322	RICHARDSON, ANTOAN		2016-01-04T00:00:00	Player			FIN	D	252982		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Richardson, Antoan	Antoan Richardson
Pittsburgh Pirates invited non-roster SS Adam Frazier to spring training.	Pittsburgh Pirates	Assigned	Adam Frazier	ASG	134	624428	FRAZIER, ADAM		2016-01-04T00:00:00	Player			FIN	D	252976		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Frazier, Adam	Adam Frazier
Pittsburgh Pirates invited non-roster RHP Chad Kuhl to spring training.	Pittsburgh Pirates	Assigned	Chad Kuhl	ASG	134	641771	KUHL, CHAD		2016-01-04T00:00:00	Player			FIN	D	252979		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Kuhl, Chad	Chad Kuhl
Pittsburgh Pirates invited non-roster C Reese McGuire to spring training.	Pittsburgh Pirates	Assigned	Reese McGuire	ASG	134	624512	MCGUIRE, REESE		2016-01-04T00:00:00	Player			FIN	D	252981		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		McGuire, Reese	Reese McGuire
Pittsburgh Pirates invited non-roster LHP Steven Brault to spring training.	Pittsburgh Pirates	Assigned	Steven Brault	ASG	134	643230	BRAULT, STEVEN		2016-01-04T00:00:00	Player			FIN	D	252973		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Brault, Steven	Steven Brault
Dalton Pompey changed number to 23.	Toronto Blue Jays	Number Change	Dalton Pompey	NUM	141	592647	POMPEY, DALTON		2016-01-04T00:00:00	Player			FIN	D	252970		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Pompey, Dalton	Dalton Pompey
Arizona Diamondbacks signed free agent RHP Omar Herman to a minor league contract.	Arizona Diamondbacks	Signed as Free Agent	Omar Herman	SFA	109	667315	HERMAN, OMAR		2016-01-04T00:00:00	Player			FIN	D	254792		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Herman, Omar	Omar Herman
Pittsburgh Pirates signed free agent LHP Kelvin Marte to a minor league contract and invited him to spring training.	Pittsburgh Pirates	Signed as Free Agent	Kelvin Marte	SFA	134	517629	MARTE, KELVIN		2016-01-04T00:00:00	Player			FIN	D	252980		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Marte, Kelvin	Kelvin Marte
Detroit Tigers signed free agent C Raffy Lopez to a minor league contract and invited him to spring training.	Detroit Tigers	Signed as Free Agent	Raffy Lopez	SFA	116	607257	LOPEZ, RAFFY		2016-01-04T00:00:00	Player			FIN	D	253195		2016-01-04T00:00:00	PL	2016-01-04T00:00:00		Lopez, Raffy	Raffy Lopez
Cincinnati Reds invited non-roster 3B Eric Jagielo to spring training.	Cincinnati Reds	Assigned	Eric Jagielo	ASG	113	592429	JAGIELO, ERIC		2016-01-05T00:00:00	Player			FIN	D	252997		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Jagielo, Eric	Eric Jagielo
Cincinnati Reds invited non-roster RHP Matt Magill to spring training.	Cincinnati Reds	Assigned	Matt Magill	ASG	113	543483	MAGILL, MATT		2016-01-05T00:00:00	Player			FIN	D	252993		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Magill, Matt	Matt Magill
Cleveland Indians designated RHP Kirby Yates for assignment.	Cleveland Indians	Designated for Assignment	Kirby Yates	DES	114	489446	YATES, KIRBY		2016-01-05T00:00:00	Player			FIN	D	252989		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Yates, Kirby	Kirby Yates
Oakland Athletics traded RHP Arnold Leon to Toronto Blue Jays for cash.	Oakland Athletics	Trade		TR	133			Toronto Blue Jays	2016-01-05T00:00:00	Cash		141		D	252990	N	2016-01-05T00:00:00	CA				
Oakland Athletics traded RHP Arnold Leon to Toronto Blue Jays for cash.	Toronto Blue Jays	Trade	Arnold Leon	TR	141	504186	LEON, ARNOLD	Oakland Athletics	2016-01-05T00:00:00	Player		133		D	252990	N	2016-01-05T00:00:00	PL			Leon, Arnold	Arnold Leon
Pittsburgh Pirates released RHP Guido Knudson.	Pittsburgh Pirates	Released	Guido Knudson	REL	134	605317	KNUDSON, GUIDO		2016-01-05T00:00:00	Player			FIN	D	253082		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Knudson, Guido	Guido Knudson
Michael Lorenzen changed number to 21.	Cincinnati Reds	Number Change	Michael Lorenzen	NUM	113	547179	LORENZEN, MICHAEL		2016-01-05T00:00:00	Player			FIN	D	252992		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Lorenzen, Michael	Michael Lorenzen
Kyle Waldrop changed number to 58.	Cincinnati Reds	Number Change	Kyle Waldrop	NUM	113	592835	WALDROP, KYLE		2016-01-05T00:00:00	Player			FIN	D	252998		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Waldrop, Kyle	Kyle Waldrop
Ramon Cabrera changed number to 37.	Cincinnati Reds	Number Change	Ramon Cabrera	NUM	113	541608	CABRERA, RAMON		2016-01-05T00:00:00	Player			FIN	D	252995		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Cabrera, Ramon	Ramon Cabrera
Brandon Finnegan changed number to 29.	Cincinnati Reds	Number Change	Brandon Finnegan	NUM	113	605232	FINNEGAN, BRANDON		2016-01-05T00:00:00	Player			FIN	D	252991		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Finnegan, Brandon	Brandon Finnegan
Justin Smoak changed number to 14.	Toronto Blue Jays	Number Change	Justin Smoak	NUM	141	475253	SMOAK, JUSTIN		2016-01-05T00:00:00	Player			FIN	D	252999		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Smoak, Justin	Justin Smoak
Milwaukee Brewers signed free agent LF Eric Young Jr. to a minor league contract and invited him to spring training.	Milwaukee Brewers	Signed as Free Agent	Eric Young Jr.	SFA	158	458913	YOUNG JR., ERIC		2016-01-05T00:00:00	Player			FIN	D	253209		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Young Jr., Eric	Eric Young Jr.
Texas Rangers signed free agent LHP Cesar Ramos to a minor league contract and invited him to spring training.	Texas Rangers	Signed as Free Agent	Cesar Ramos	SFA	140	459987	RAMOS, CESAR		2016-01-05T00:00:00	Player			FIN	D	253000		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Ramos, Cesar	Cesar Ramos
Cleveland Indians signed free agent 1B Mike Napoli.	Cleveland Indians	Signed as Free Agent	Mike Napoli	SFA	114	435063	NAPOLI, MIKE		2016-01-05T00:00:00	Player			FIN	D	252988		2016-01-05T00:00:00	PL	2016-01-05T00:00:00		Napoli, Mike	Mike Napoli
Philadelphia Phillies invited non-roster SS J.P. Crawford to spring training.	Philadelphia Phillies	Assigned	J.P. Crawford	ASG	143	641487	CRAWFORD, J.P.		2016-01-06T00:00:00	Player			FIN	D	253009		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Crawford, J.P.	J.P. Crawford
Philadelphia Phillies invited non-roster LF Nick Williams to spring training.	Philadelphia Phillies	Assigned	Nick Williams	ASG	143	608384	WILLIAMS, NICK		2016-01-06T00:00:00	Player			FIN	D	253016		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Williams, Nick	Nick Williams
Philadelphia Phillies invited non-roster C Logan Moore to spring training.	Philadelphia Phillies	Assigned	Logan Moore	ASG	143	607355	MOORE, LOGAN		2016-01-06T00:00:00	Player			FIN	D	253013		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Moore, Logan	Logan Moore
Philadelphia Phillies invited non-roster C Gabriel Lino to spring training.	Philadelphia Phillies	Assigned	Gabriel Lino	ASG	143	593449	LINO, GABRIEL		2016-01-06T00:00:00	Player			FIN	D	253012		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Lino, Gabriel	Gabriel Lino
Philadelphia Phillies invited non-roster RHP Zach Eflin to spring training.	Philadelphia Phillies	Assigned	Zach Eflin	ASG	143	621107	EFLIN, ZACH		2016-01-06T00:00:00	Player			FIN	D	253010		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Eflin, Zach	Zach Eflin
Philadelphia Phillies invited non-roster C Andrew Knapp to spring training.	Philadelphia Phillies	Assigned	Andrew Knapp	ASG	143	595284	KNAPP, ANDREW		2016-01-06T00:00:00	Player			FIN	D	253011		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Knapp, Andrew	Andrew Knapp
Philadelphia Phillies invited non-roster 1B Brock Stassi to spring training.	Philadelphia Phillies	Assigned	Brock Stassi	ASG	143	595426	STASSI, BROCK		2016-01-06T00:00:00	Player			FIN	D	253014		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Stassi, Brock	Brock Stassi
Philadelphia Phillies invited non-roster RHP Mark Appel to spring training.	Philadelphia Phillies	Assigned	Mark Appel	ASG	143	571446	APPEL, MARK		2016-01-06T00:00:00	Player			FIN	D	253008		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Appel, Mark	Mark Appel
Philadelphia Phillies invited non-roster RHP Jake Thompson to spring training.	Philadelphia Phillies	Assigned	Jake Thompson	ASG	143	622097	THOMPSON, JAKE		2016-01-06T00:00:00	Player			FIN	D	253015		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Thompson, Jake	Jake Thompson
Milwaukee Brewers designated Josmil Pinto for assignment.	Milwaukee Brewers	Designated for Assignment	Josmil Pinto	DES	158	500887	PINTO, JOSMIL		2016-01-06T00:00:00	Player			FIN	D	253063		2016-01-13T00:00:00	PL	2016-01-06T00:00:00		Pinto, Josmil	Josmil Pinto
Kansas City Royals designated CF Lane Adams for assignment.	Kansas City Royals	Designated for Assignment	Lane Adams	DES	118	572669	ADAMS, LANE		2016-01-06T00:00:00	Player			FIN	D	253027		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Adams, Lane	Lane Adams
Washington Nationals designated Erik Davis for assignment.	Washington Nationals	Designated for Assignment	Erik Davis	DES	120	458530	DAVIS, ERIK		2016-01-06T00:00:00	Player			FIN	D	253023		2016-01-13T00:00:00	PL	2016-01-06T00:00:00		Davis, Erik	Erik Davis
Pittsburgh Pirates designated C Tony Sanchez for assignment.	Pittsburgh Pirates	Designated for Assignment	Tony Sanchez	DES	134	506997	SANCHEZ, TONY		2016-01-06T00:00:00	Player			FIN	D	253021		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Sanchez, Tony	Tony Sanchez
Los Angeles Dodgers designated LHP Tyler Olson for assignment.	Los Angeles Dodgers	Designated for Assignment	Tyler Olson	DES	119	621397	OLSON, TYLER		2016-01-06T00:00:00	Player			FIN	D	253019		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Olson, Tyler	Tyler Olson
Washington Nationals designated Taylor Hill for assignment.	Washington Nationals	Designated for Assignment	Taylor Hill	DES	120	592398	HILL, TAYLOR		2016-01-06T00:00:00	Player			FIN	D	253025		2016-01-13T00:00:00	PL	2016-01-06T00:00:00		Hill, Taylor	Taylor Hill
Washington Nationals signed free agent 2B Daniel Murphy.	Washington Nationals	Signed as Free Agent	Daniel Murphy	SFA	120	502517	MURPHY, DANIEL		2016-01-06T00:00:00	Player			FIN	D	253022		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Murphy, Daniel	Daniel Murphy
Colorado Rockies signed free agent 2B Stephen Cardullo to a minor league contract.	Colorado Rockies	Signed as Free Agent	Stephen Cardullo	SFA	115	506924	CARDULLO, STEPHEN		2016-01-06T00:00:00	Player			FIN	D	253191		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Cardullo, Stephen	Stephen Cardullo
Milwaukee Brewers signed free agent 1B Chris Carter.	Milwaukee Brewers	Signed as Free Agent	Chris Carter	SFA	158	474892	CARTER, CHRIS		2016-01-06T00:00:00	Player			FIN	D	253062		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Carter, Chris	Chris Carter
Kansas City Royals signed free agent LF Alex Gordon.	Kansas City Royals	Signed as Free Agent	Alex Gordon	SFA	118	460086	GORDON, ALEX		2016-01-06T00:00:00	Player			FIN	D	253026		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Gordon, Alex	Alex Gordon
Pittsburgh Pirates signed free agent RHP Casey Sadler to a minor league contract.	Pittsburgh Pirates	Signed as Free Agent	Casey Sadler	SFA	134	594987	SADLER, CASEY		2016-01-06T00:00:00	Player			FIN	D	255267		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Sadler, Casey	Casey Sadler
Los Angeles Dodgers signed free agent Brandon Beachy.	Los Angeles Dodgers	Signed as Free Agent	Brandon Beachy	SFA	119	545404	BEACHY, BRANDON		2016-01-06T00:00:00	Player			FIN	D	253018		2016-01-27T00:00:00	PL	2016-01-06T00:00:00		Beachy, Brandon	Brandon Beachy
Oakland Athletics signed free agent RHP Agustin Velasco to a minor league contract.	Oakland Athletics	Signed as Free Agent	Agustin Velasco	SFA	133	667382	VELASCO, AGUSTIN		2016-01-06T00:00:00	Player			FIN	D	254867		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Velasco, Agustin	Agustin Velasco
Washington Nationals signed free agent 2B Stephen Drew.	Washington Nationals	Signed as Free Agent	Stephen Drew	SFA	120	452220	DREW, STEPHEN		2016-01-06T00:00:00	Player			FIN	D	253024		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Drew, Stephen	Stephen Drew
St. Louis Cardinals signed free agent RHP Angel Rondon to a minor league contract.	St. Louis Cardinals	Signed as Free Agent	Angel Rondon	SFA	138	667373	RONDON, ANGEL		2016-01-06T00:00:00	Player			FIN	D	254858		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Rondon, Angel	Angel Rondon
Pittsburgh Pirates signed free agent RHP Neftali Feliz.	Pittsburgh Pirates	Signed as Free Agent	Neftali Feliz	SFA	134	491703	FELIZ, NEFTALI		2016-01-06T00:00:00	Player			FIN	D	253020		2016-01-06T00:00:00	PL	2016-01-06T00:00:00		Feliz, Neftali	Neftali Feliz
Atlanta Braves invited non-roster SS Ozzie Albies to spring training.	Atlanta Braves	Assigned	Ozzie Albies	ASG	144	645277	ALBIES, OZZIE		2016-01-07T00:00:00	Player			FIN	D	253092		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Albies, Ozzie	Ozzie Albies
Atlanta Braves invited non-roster RHP Aaron Blair to spring training.	Atlanta Braves	Assigned	Aaron Blair	ASG	144	594760	BLAIR, AARON		2016-01-07T00:00:00	Player			FIN	D	253109		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Blair, Aaron	Aaron Blair
Atlanta Braves invited non-roster RHP Lucas Sims to spring training.	Atlanta Braves	Assigned	Lucas Sims	ASG	144	608371	SIMS, LUCAS		2016-01-07T00:00:00	Player			FIN	D	253089		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Sims, Lucas	Lucas Sims
Atlanta Braves invited non-roster 3B Rio Ruiz to spring training.	Atlanta Braves	Assigned	Rio Ruiz	ASG	144	547004	RUIZ, RIO		2016-01-07T00:00:00	Player			FIN	D	253093		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Ruiz, Rio	Rio Ruiz
Atlanta Braves invited non-roster LF Braxton Davidson to spring training.	Atlanta Braves	Assigned	Braxton Davidson	ASG	144	656352	DAVIDSON, BRAXTON		2016-01-07T00:00:00	Player			FIN	D	253094		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Davidson, Braxton	Braxton Davidson
Atlanta Braves invited non-roster C Joseph Odom to spring training.	Atlanta Braves	Assigned	Joseph Odom	ASG	144	641929	ODOM, JOSEPH		2016-01-07T00:00:00	Player			FIN	D	253105		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Odom, Joseph	Joseph Odom
Atlanta Braves invited non-roster RHP Ryan Kelly to spring training.	Atlanta Braves	Assigned	Ryan Kelly	ASG	144	502462	KELLY, RYAN		2016-01-07T00:00:00	Player			FIN	D	253100		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Kelly, Ryan	Ryan Kelly
Atlanta Braves invited non-roster SS Dansby Swanson to spring training.	Atlanta Braves	Assigned	Dansby Swanson	ASG	144	621020	SWANSON, DANSBY		2016-01-07T00:00:00	Player			FIN	D	253112		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Swanson, Dansby	Dansby Swanson
Atlanta Braves invited non-roster LHP Sean Newcomb to spring training.	Atlanta Braves	Assigned	Sean Newcomb	ASG	144	656794	NEWCOMB, SEAN		2016-01-07T00:00:00	Player			FIN	D	253111		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Newcomb, Sean	Sean Newcomb
Atlanta Braves invited non-roster RHP Chris Ellis to spring training.	Atlanta Braves	Assigned	Chris Ellis	ASG	144	595939	ELLIS, CHRIS		2016-01-07T00:00:00	Player			FIN	D	253110		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Ellis, Chris	Chris Ellis
Atlanta Braves invited non-roster LHP Hunter Cervenka to spring training.	Atlanta Braves	Assigned	Hunter Cervenka	ASG	144	543017	CERVENKA, HUNTER		2016-01-07T00:00:00	Player			FIN	D	253096		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Cervenka, Hunter	Hunter Cervenka
Los Angeles Dodgers designated SS Ronald Torreyes for assignment.	Los Angeles Dodgers	Designated for Assignment	Ronald Torreyes	DES	119	591720	TORREYES, RONALD		2016-01-07T00:00:00	Player			FIN	D	253085		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Torreyes, Ronald	Ronald Torreyes
Seattle Mariners released RHP Anthony Bass.	Seattle Mariners	Released	Anthony Bass	REL	136	542914	BASS, ANTHONY		2016-01-07T00:00:00	Player			FIN	D	253067		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Bass, Anthony	Anthony Bass
Chicago White Sox claimed LF Daniel Fields off waivers from Los Angeles Dodgers.	Chicago White Sox	Claimed Off Waivers	Daniel Fields	CLW	145	571665	FIELDS, DANIEL	Los Angeles Dodgers	2016-01-07T00:00:00	Player		119		D	253069	N	2016-01-07T00:00:00	PL			Fields, Daniel	Daniel Fields
Atlanta Braves signed free agent RHP Alexi Ogando to a minor league contract and invited him to spring training.	Atlanta Braves	Signed as Free Agent	Alexi Ogando	SFA	144	468396	OGANDO, ALEXI		2016-01-07T00:00:00	Player			FIN	D	253102		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Ogando, Alexi	Alexi Ogando
Milwaukee Brewers signed free agent LHP Pat Misch to a minor league contract and invited him to spring training.	Milwaukee Brewers	Signed as Free Agent	Pat Misch	SFA	158	435619	MISCH, PAT		2016-01-07T00:00:00	Player			FIN	D	253527		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Misch, Pat	Pat Misch
Chicago White Sox signed free agent RHP Charles Shirek to a minor league contract.	Chicago White Sox	Signed as Free Agent	Charles Shirek	SFA	145	457654	SHIREK, CHARLES		2016-01-07T00:00:00	Player			FIN	D	253176		2016-01-07T00:00:00	PL	2016-01-07T00:00:00		Shirek, Charles	Charles Shirek
